group_id,kind,sigma,input_valid,rejected,reject_reason,total_steps,executed_steps,modified_steps,stopped_steps,joint_dev_mean,joint_dev_max,tcp_dev_mean,tcp_dev_max,final_gap,min_margin,max_vel,violations,verdict
18,random_walk,0.061,True,False,,50,50,1,1,0.00547,0.14813,0.00246,0.07055,0.0,0.00154,3.14,,PASS
19,random_walk,0.01767,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,1.48566,,PASS
20,random_walk,0.01991,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,1.21276,,PASS
21,random_walk,0.00579,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.31822,,PASS
22,random_walk,0.02645,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,1.65847,,PASS
23,random_walk,0.00838,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.58638,,PASS
24,random_walk,0.00807,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.45036,,PASS
25,random_walk,0.00368,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.24804,,PASS
26,random_walk,0.05285,True,False,,50,50,0,0,1e-05,0.00057,1e-05,0.00029,0.0,0.03916,3.14,,PASS
27,random_walk,0.06475,True,False,,50,50,1,0,0.00245,0.05492,0.0007,0.02174,0.0,0.00341,3.14,,PASS
28,random_walk,0.00425,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.30115,,PASS
29,random_walk,0.00322,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.22873,,PASS
30,random_walk,0.09847,True,False,,50,50,0,0,0.02406,0.13774,0.00708,0.07314,0.0,0.03916,3.14,,PASS
31,random_walk,0.01079,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.90455,,PASS
32,random_walk,0.00513,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.31681,,PASS
33,random_walk,0.00628,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.41395,,PASS
34,random_walk,0.00366,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.24996,,PASS
35,random_walk,0.0258,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.00615,1.63064,,PASS
36,random_walk,0.03447,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,2.14705,,PASS
37,random_walk,0.04724,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,3.12877,,PASS
38,random_walk,0.01872,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,1.08649,,PASS
39,random_walk,0.00984,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.65834,,PASS
40,random_walk,0.03391,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,2.06915,,PASS
41,random_walk,0.01856,True,False,,50,50,2,32,0.09099,0.28342,0.02766,0.09666,0.27503,6e-05,3.14,,PASS
42,random_walk,0.01292,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.68599,,PASS
43,random_walk,0.02814,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.001,1.72936,,PASS
44,random_walk,0.00646,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.37465,,PASS
45,random_walk,0.0016,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.08709,,PASS
46,random_walk,0.00877,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.48734,,PASS
47,random_walk,0.00215,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.14661,,PASS
48,random_walk,0.02597,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,1.41144,,PASS
49,random_walk,0.00506,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.32497,,PASS
50,random_walk,0.00766,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.41143,,PASS
51,random_walk,0.00167,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.10194,,PASS
52,random_walk,0.00179,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.12007,,PASS
53,random_walk,0.00592,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.36501,,PASS
54,random_walk,0.00284,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.19952,,PASS
55,random_walk,0.00412,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.26828,,PASS
56,random_walk,0.05611,True,False,,50,50,0,0,0.00031,0.01526,0.00016,0.00787,0.0,0.03916,3.14,,PASS
57,random_walk,0.00451,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.26946,,PASS
58,random_walk,0.01876,True,False,,50,50,2,16,0.03299,0.1672,0.01174,0.06392,0.1672,0.00016,2.47134,,PASS
59,random_walk,0.00663,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.41892,,PASS
60,random_walk,0.07859,True,False,,50,50,4,32,0.42611,1.04618,0.14619,0.35532,0.87874,0.00021,3.14,,PASS
61,random_walk,0.00175,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.14453,,PASS
62,random_walk,0.08392,True,False,,50,50,0,0,0.01039,0.09443,0.0044,0.04858,0.00125,0.03916,3.14,,PASS
63,random_walk,0.06309,True,False,,50,50,4,27,0.25924,0.89152,0.08285,0.2646,0.86275,0.00015,3.14,,PASS
64,random_walk,0.01422,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.85179,,PASS
65,random_walk,0.04784,True,False,,50,50,1,1,0.00661,0.17657,0.00285,0.07202,0.17657,0.00298,2.99165,,PASS
66,random_walk,0.00264,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.16026,,PASS
67,random_walk,0.0389,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,2.2265,,PASS
68,random_walk,0.0019,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.13481,,PASS
69,random_walk,0.08319,True,False,,50,50,3,3,0.0281,0.22486,0.00903,0.08261,0.0,0.00175,3.14,,PASS
70,random_walk,0.01155,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.64369,,PASS
71,random_walk,0.00692,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.4197,,PASS
72,random_walk,0.00551,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.36894,,PASS
73,random_walk,0.00383,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.20384,,PASS
74,random_walk,0.03714,True,False,,50,50,8,16,0.08867,0.35325,0.0338,0.14844,0.28537,9e-05,3.14,,PASS
75,random_walk,0.01072,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.60751,,PASS
76,random_walk,0.00521,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.31866,,PASS
77,random_walk,0.00608,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.43325,,PASS
78,random_walk,0.03798,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,2.19479,,PASS
79,random_walk,0.00415,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.19834,,PASS
80,random_walk,0.08808,True,False,,50,50,3,6,0.058,0.38379,0.01405,0.12432,0.00138,2e-05,3.14,,PASS
81,random_walk,0.00162,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.08725,,PASS
82,random_walk,0.00961,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.59632,,PASS
83,random_walk,0.0336,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,2.50149,,PASS
84,random_walk,0.00733,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.4744,,PASS
85,random_walk,0.00542,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.34608,,PASS
86,random_walk,0.00526,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.31437,,PASS
87,random_walk,0.00549,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.35456,,PASS
88,invalid_nan,,False,True,action_chunk 包含 NaN/Inf,50,,,,,,,,,,,,REJECTED
89,invalid_inf,,False,True,action_chunk 包含 NaN/Inf,50,,,,,,,,,,,,REJECTED
90,invalid_shape_short,,False,True,"action_chunk shape (30, 6) != (50, 6)",30,,,,,,,,,,,,REJECTED
91,invalid_shape_wide,,False,True,"action_chunk shape (50, 7) != (50, 6)",50,,,,,,,,,,,,REJECTED
92,invalid_js_dim,,False,True,"joint_state 维度 (5,) != (6,)",50,,,,,,,,,,,,REJECTED
93,invalid_hz,,False,,,50,,,,,,,,,,,exception:ZeroDivisionError:float division by zero,CRASH
94,invalid_jump,,True,True,关节突跳 1.0105 rad 超过阈值 0.5 rad,50,,,,,,,,,,,,REJECTED
95,invalid_js_nan,,False,True,joint_state 包含 NaN/Inf,50,,,,,,,,,,,,REJECTED
96,joint_limit,,True,False,,50,50,0,0,0.05587,0.71681,0.0,0.0,0.71681,0.03916,2.11822,,PASS
97,joint_limit,,True,False,,50,50,0,0,0.55868,1.11736,0.0,0.0,1.11736,0.03916,3.14,,PASS
98,joint_limit,,True,False,,50,50,1,39,3.19704,7.59513,0.50898,1.03489,7.59513,0.00739,3.14,,PASS
99,joint_limit,,True,False,,50,50,0,0,0.50408,1.00817,0.22986,0.45014,1.00817,0.03916,3.14,,PASS
