group_id,kind,sigma,input_valid,rejected,reject_reason,total_steps,executed_steps,modified_steps,stopped_steps,joint_dev_mean,joint_dev_max,tcp_dev_mean,tcp_dev_max,final_gap,min_margin,max_vel,violations,verdict
18,random_walk,0.061,True,False,,50,50,1,1,0.00525,0.14813,0.00237,0.07055,0.0,0.0,3.14159,,PASS
19,random_walk,0.01767,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,1.48566,,PASS
20,random_walk,0.01991,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,1.21276,,PASS
21,random_walk,0.00579,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.31822,,PASS
22,random_walk,0.02645,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,1.65847,,PASS
23,random_walk,0.00838,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.58638,,PASS
24,random_walk,0.00807,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.45036,,PASS
25,random_walk,0.00368,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.24804,,PASS
26,random_walk,0.05285,True,False,,50,50,0,0,1e-05,0.00049,1e-05,0.00025,0.0,0.03916,3.14159,,PASS
27,random_walk,0.06475,True,False,,50,50,1,0,0.00175,0.0468,0.00043,0.00891,0.0,0.0,3.14159,,PASS
28,random_walk,0.00425,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.30115,,PASS
29,random_walk,0.00322,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.22873,,PASS
30,random_walk,0.09847,True,False,,50,50,0,0,0.02402,0.13766,0.00707,0.07309,0.0,0.03916,3.14159,,PASS
31,random_walk,0.01079,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.90455,,PASS
32,random_walk,0.00513,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.31681,,PASS
33,random_walk,0.00628,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.41395,,PASS
34,random_walk,0.00366,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.24996,,PASS
35,random_walk,0.0258,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.00615,1.63064,,PASS
36,random_walk,0.03447,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,2.14705,,PASS
37,random_walk,0.04724,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,3.12877,,PASS
38,random_walk,0.01872,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,1.08649,,PASS
39,random_walk,0.00984,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.65834,,PASS
40,random_walk,0.03391,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,2.06915,,PASS
41,random_walk,0.01856,True,False,,50,50,1,33,0.09374,0.28342,0.02756,0.09666,0.27503,0.0,3.14159,,PASS
42,random_walk,0.01292,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.68599,,PASS
43,random_walk,0.02814,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.001,1.72936,,PASS
44,random_walk,0.00646,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.37465,,PASS
45,random_walk,0.0016,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.08709,,PASS
46,random_walk,0.00877,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.48734,,PASS
47,random_walk,0.00215,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.14661,,PASS
48,random_walk,0.02597,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,1.41144,,PASS
49,random_walk,0.00506,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.32497,,PASS
50,random_walk,0.00766,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.41143,,PASS
51,random_walk,0.00167,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.10194,,PASS
52,random_walk,0.00179,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.12007,,PASS
53,random_walk,0.00592,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.36501,,PASS
54,random_walk,0.00284,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.19952,,PASS
55,random_walk,0.00412,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.26828,,PASS
56,random_walk,0.05611,True,False,,50,50,0,0,0.0003,0.01518,0.00016,0.00783,0.0,0.03916,3.14159,,PASS
57,random_walk,0.00451,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.26946,,PASS
58,random_walk,0.01876,True,False,,50,50,2,16,0.03154,0.16344,0.01105,0.06197,0.16344,0.0,2.45179,,PASS
59,random_walk,0.00663,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.41892,,PASS
60,random_walk,0.07859,True,False,,50,50,4,33,0.42901,1.07784,0.14461,0.35841,0.90034,0.0,3.14159,,PASS
61,random_walk,0.00175,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.14453,,PASS
62,random_walk,0.08392,True,False,,50,50,0,0,0.01036,0.09433,0.00439,0.04852,0.00117,0.03916,3.14159,,PASS
63,random_walk,0.06309,True,False,,50,50,2,29,0.2644,0.88809,0.08432,0.26361,0.85927,1e-05,3.14159,,PASS
64,random_walk,0.01422,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.85179,,PASS
65,random_walk,0.04784,True,False,,50,50,1,1,0.00635,0.17098,0.00271,0.06831,0.17098,1e-05,2.99165,,PASS
66,random_walk,0.00264,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.16026,,PASS
67,random_walk,0.0389,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,2.2265,,PASS
68,random_walk,0.0019,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.13481,,PASS
69,random_walk,0.08319,True,False,,50,50,2,4,0.0256,0.22344,0.00835,0.08261,0.0,0.0,3.14159,,PASS
70,random_walk,0.01155,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.64369,,PASS
71,random_walk,0.00692,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.4197,,PASS
72,random_walk,0.00551,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.36894,,PASS
73,random_walk,0.00383,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.20384,,PASS
74,random_walk,0.03714,True,False,,50,50,6,18,0.08861,0.35063,0.03296,0.14666,0.28178,0.0,3.14159,,PASS
75,random_walk,0.01072,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.60751,,PASS
76,random_walk,0.00521,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.31866,,PASS
77,random_walk,0.00608,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.43325,,PASS
78,random_walk,0.03798,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,2.19479,,PASS
79,random_walk,0.00415,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.19834,,PASS
80,random_walk,0.08808,True,False,,50,50,1,8,0.06918,0.46472,0.01715,0.14129,0.0013,0.0,3.14159,,PASS
81,random_walk,0.00162,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.08725,,PASS
82,random_walk,0.00961,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.59632,,PASS
83,random_walk,0.0336,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,2.50149,,PASS
84,random_walk,0.00733,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.4744,,PASS
85,random_walk,0.00542,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.34608,,PASS
86,random_walk,0.00526,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.31437,,PASS
87,random_walk,0.00549,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03916,0.35456,,PASS
88,invalid_nan,,False,True,action_chunk 包含 NaN/Inf（首个出现于第 10 点 J4）,50,,,,,,,,,,,,REJECTED
89,invalid_inf,,False,True,action_chunk 包含 NaN/Inf（首个出现于第 20 点 J2）,50,,,,,,,,,,,,REJECTED
90,invalid_shape_short,,False,True,"action_chunk shape 必须为 (50, 6)，得到 (30, 6)",30,,,,,,,,,,,,REJECTED
91,invalid_shape_wide,,False,True,"action_chunk shape 必须为 (50, 6)，得到 (50, 7)",50,,,,,,,,,,,,REJECTED
92,invalid_js_dim,,False,True,"joint_state 维度必须为 (6,)，得到 (5,)",50,,,,,,,,,,,,REJECTED
93,invalid_hz,,False,True,action_hz 必须为正有限值，得到 0.0,50,,,,,,,,,,,,REJECTED
94,invalid_jump,,True,True,起始突跳超限: J1 变化 1.0000 rad > 阈值 0.5,50,,,,,,,,,,,,REJECTED
95,invalid_js_nan,,False,True,joint_state 包含 NaN/Inf,50,,,,,,,,,,,,REJECTED
96,joint_limit,,True,True,"关节目标越界: 第 43 点 J6 = 6.3645 rad，限位 [-6.2832, 6.2832]",50,,,,,,,,,,,,REJECTED
97,joint_limit,,True,True,"关节目标越界: 第 46 点 J6 = -6.4606 rad，限位 [-6.2832, 6.2832]",50,,,,,,,,,,,,REJECTED
98,joint_limit,,True,True,"关节目标越界: 第 46 点 J3 = 6.4413 rad，限位 [-6.2832, 6.2832]",50,,,,,,,,,,,,REJECTED
99,joint_limit,,True,True,"关节目标越界: 第 45 点 J1 = -6.2897 rad，限位 [-6.2832, 6.2832]",50,,,,,,,,,,,,REJECTED
