group_id,kind,sigma,input_valid,rejected,reject_reason,total_steps,executed_steps,modified_steps,stopped_steps,joint_dev_mean,joint_dev_max,tcp_dev_mean,tcp_dev_max,final_gap,min_margin,max_vel,violations,verdict
51,random_walk,0.00167,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.10194,,PASS
52,random_walk,0.00179,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.12007,,PASS
53,random_walk,0.00592,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.36501,,PASS
54,random_walk,0.00284,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.19952,,PASS
55,random_walk,0.00412,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.26828,,PASS
56,random_walk,0.05611,True,False,,50,50,0,0,0.02674,0.0978,0.00805,0.05008,0.0543,0.03906,1.5,,PASS
57,random_walk,0.00451,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.26946,,PASS
58,random_walk,0.01876,True,False,,50,50,18,16,0.03161,0.16361,0.01108,0.06206,0.16361,0.0,1.5,,PASS
59,random_walk,0.00663,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.41892,,PASS
60,random_walk,0.07859,True,False,,50,50,37,35,0.71403,1.50146,0.18597,0.41768,1.37811,0.0,1.5,,PASS
61,random_walk,0.00175,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.14453,,PASS
62,random_walk,0.08392,True,False,,50,50,0,0,0.09443,0.25787,0.03462,0.13645,0.08478,0.03906,1.5,,PASS
63,random_walk,0.06309,True,False,,50,50,29,26,0.27293,0.91522,0.07722,0.25267,0.88905,0.0,1.5,,PASS
64,random_walk,0.01422,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.85179,,PASS
65,random_walk,0.04784,True,False,,50,50,1,0,0.01598,0.15082,0.00541,0.06998,0.08012,1e-05,1.5,,PASS
66,random_walk,0.00264,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.16026,,PASS
67,random_walk,0.0389,True,False,,50,50,0,0,0.00601,0.04367,0.00146,0.0218,0.0,0.03906,1.5,,PASS
68,random_walk,0.0019,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.13481,,PASS
69,random_walk,0.08319,True,False,,50,50,5,4,0.10623,0.26758,0.02704,0.10553,0.05724,1e-05,1.5,,PASS
70,random_walk,0.01155,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.64369,,PASS
71,random_walk,0.00692,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.4197,,PASS
72,random_walk,0.00551,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.36894,,PASS
73,random_walk,0.00383,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.20384,,PASS
74,random_walk,0.03714,True,False,,50,50,23,17,0.09163,0.35075,0.03369,0.14675,0.28195,0.0,1.5,,PASS
75,random_walk,0.01072,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.60751,,PASS
76,random_walk,0.00521,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.31866,,PASS
77,random_walk,0.00608,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.43325,,PASS
78,random_walk,0.03798,True,False,,50,50,0,0,0.0045,0.03482,0.0019,0.01622,0.0,0.03906,1.5,,PASS
79,random_walk,0.00415,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.19834,,PASS
80,random_walk,0.08808,True,False,,50,50,8,7,0.14264,0.45539,0.03394,0.14102,0.17426,0.0,1.5,,PASS
81,random_walk,0.00162,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.08725,,PASS
82,random_walk,0.00961,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.59632,,PASS
83,random_walk,0.0336,True,False,,50,50,0,0,0.00255,0.05007,0.00124,0.0269,0.0,0.03906,1.5,,PASS
84,random_walk,0.00733,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.4744,,PASS
85,random_walk,0.00542,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.34608,,PASS
86,random_walk,0.00526,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.31437,,PASS
87,random_walk,0.00549,True,False,,50,50,0,0,0.0,0.0,0.0,0.0,0.0,0.03906,0.35456,,PASS
88,invalid_nan,,False,True,joint_state and action_chunk must contain only finite values,50,,,,,,,,,,,,REJECTED
89,invalid_inf,,False,True,joint_state and action_chunk must contain only finite values,50,,,,,,,,,,,,REJECTED
90,invalid_shape_short,,False,True,"action_chunk must have shape (50, 6), got (30, 6)",30,,,,,,,,,,,,REJECTED
91,invalid_shape_wide,,False,True,"action_chunk must have shape (50, 6), got (50, 7)",50,,,,,,,,,,,,REJECTED
92,invalid_js_dim,,False,True,"joint_state must have shape (6,), got (5,)",50,,,,,,,,,,,,REJECTED
93,invalid_hz,,False,True,action_hz must be finite and positive,50,,,,,,,,,,,,REJECTED
94,invalid_jump,,True,True,"trajectory jump at step 0, joint 0 exceeds 0.750 rad",50,,,,,,,,,,,,REJECTED
95,invalid_js_nan,,False,True,joint_state and action_chunk must contain only finite values,50,,,,,,,,,,,,REJECTED
96,joint_limit,,True,True,"target at step 43, joint 5 violates joint limits",50,,,,,,,,,,,,REJECTED
97,joint_limit,,True,True,"target at step 46, joint 5 violates joint limits",50,,,,,,,,,,,,REJECTED
98,joint_limit,,True,True,"target at step 46, joint 2 violates joint limits",50,,,,,,,,,,,,REJECTED
99,joint_limit,,True,True,"target at step 45, joint 0 violates joint limits",50,,,,,,,,,,,,REJECTED
